1,3,16,14,2,4,1.3,4.5,16,2,1,1,1
1,3,17,14,4,8,1.6,15,32,2,1,1,1
1,3,17,14,4,8,1.8,15,32,2,1,1,1
2,1,12,32,4,8,3.6,130,64.23,4,1,1,1
1,1,17,14,2,4,1.2,4.5,16,2,1,1,1
1,1,15,14,2,2,1.5,15,16,2,0,1,1
2,1,13,22,2,2,2.6,55,32,2,0,1,1
1,3,12,22,2,2,2.4,35,32,2,0,1,1
1,1,15,14,2,4,1.9,15,16,2,1,1,1
1,3,15,14,2,4,2.1,15,32,2,1,1,1
1,1,16,14,4,4,1.6,6,8,2,0,1,1
2,3,13,22,4,4,2.41,10,8,2,0,1,1
2,4,13,22,4,4,2.41,10,8,2,0,1,1
1,1,15,14,4,4,1.6,6,8,2,0,1,1
1,4,13,22,4,4,2.17,7.5,8,2,0,1,1
1,1,14,22,4,4,2.16,7.5,8,2,0,1,1
1,3,14,22,4,4,2.16,7.5,8,2,0,1,1
1,3,16,14,4,4,1.1,6,8,2,0,1,1
1,3,15,14,2,4,1.5,6,16,2,1,1,1
1,2,17,14,2,4,1.6,6,16,2,1,1,1
1,1,17,14,2,4,1.5,6,16,2,1,1,1
1,1,17,14,2,4,2.3,15,32,2,1,1,1
1,1,15,14,2,2,1.9,15,16,2,0,1,1
1,4,13,22,2,2,1.2,11.5,16,2,0,1,1
1,2,14,22,2,2,2.4,37,32,2,0,1,1
1,4,13,22,2,2,1.7,15,16,2,0,1,1
1,4,13,22,2,2,2.3,37,32,2,0,1,1
1,3,12,22,2,2,1.8,17,32,2,0,1,1
1,1,13,22,2,2,2.5,35,32,2,0,1,1
1,3,13,22,2,2,1.9,17,32,2,0,1,1
1,1,16,22,4,4,2.41,10,8,2,0,1,1
2,2,11,32,2,2,2.6,65,32,2,0,1,1
2,2,11,32,2,2,2.2,35,32,2,0,1,1
2,2,11,32,2,2,2.8,65,32,2,0,1,1
2,2,11,32,2,2,2.9,65,32,2,0,1,1
2,3,11,32,2,2,2.7,65,32,2,0,1,1
2,3,11,32,2,2,3,65,32,2,0,1,1
2,3,11,32,2,2,2.3,35,32,2,0,1,1
2,2,12,32,2,2,3.1,65,32,2,0,1,1
2,2,12,32,2,2,2.8,65,32,2,0,1,1
2,2,12,32,2,2,2.4,35,32,2,0,1,1
2,3,12,32,2,2,2.9,65,32,2,0,1,1
2,3,12,32,2,2,2.5,35,32,2,0,1,1
2,1,10,32,2,2,2.8,73,16.38,2,0,1,1
2,1,13,22,2,2,2.3,35,32,2,0,1,1
2,1,13,22,2,2,2.7,55,32,2,0,1,1
2,3,13,22,2,2,2.4,35,32,2,0,1,1
2,1,14,22,2,2,2.7,53,32,2,0,1,1
2,3,13,22,2,2,2.8,55,32,2,0,1,1
2,1,14,22,2,2,2.4,35,32,2,0,1,1
3,1,14,22,2,2,2.2,35,32,2,0,1,1
2,1,14,22,2,2,2.8,53,32,2,0,1,1
2,2,14,22,2,2,2.8,53,32,2,0,1,1
2,2,14,22,2,2,2.5,35,32,2,0,1,1
2,2,14,22,2,2,2.9,53,32,2,0,1,1
2,4,15,14,2,2,2.8,51,64,2,0,1,1
3,1,16,14,2,2,2.4,35,64,2,0,1,1
3,4,15,14,2,2,2.3,35,64,2,0,1,1
2,4,15,14,2,2,2.9,51,64,2,0,1,1
3,1,16,14,2,2,1.6,25,64,2,0,1,1
2,1,17,14,2,2,2.9,51,64,2,0,1,1
2,1,17,14,2,2,2.7,35,64,2,0,1,1
2,1,17,14,2,2,3,51,64,2,0,1,1
2,4,13,22,2,2,2.41,10,8,2,0,1,1
2,4,13,22,4,4,2,10,8,2,0,1,1
2,1,16,14,2,2,1.6,6,8,2,0,1,1
2,3,16,14,2,2,2,10,8,2,0,1,1
2,3,16,14,4,4,1.5,10,8,2,0,1,1
1,4,13,22,2,2,1.6,4.5,4,1,0,1,1
1,1,14,22,2,2,1.58,4.3,4,1,0,1,1
1,3,14,22,2,2,1.58,4.5,4,1,0,1,1
1,1,14,22,2,2,2.16,7.5,8,2,0,1,1
1,3,14,22,2,2,2.16,7.5,8,2,0,1,1
1,1,14,22,4,4,1.83,7.5,8,2,0,1,1
1,3,14,22,4,4,1.83,7.5,8,2,0,1,1
1,3,16,14,4,4,1.1,6,8,2,0,1,1
1,3,16,14,2,2,1.1,6,8,2,0,1,1
1,1,16,14,4,4,1.6,6,8,2,0,1,1
1,1,15,14,4,4,1.6,6,8,2,0,1,1
1,1,16,14,2,2,1.6,6,8,2,0,1,1
1,1,15,14,2,2,1.6,6,8,2,0,1,1
1,1,16,14,2,2,1.04,4,8,2,0,1,1
1,1,15,14,2,2,1.04,4,8,2,0,1,1
1,2,15,14,2,2,1.7,15,16,2,0,1,1
1,1,15,14,2,2,1.7,15,16,2,0,1,1
1,2,15,14,2,2,1.9,15,16,2,0,1,1
1,4,15,14,2,2,1.6,15,32,2,0,1,1
1,4,15,14,2,2,2,15,32,2,0,1,1
1,1,17,14,2,2,1.8,15,32,2,0,1,1
1,1,17,14,2,2,2.2,15,32,2,0,1,1
1,3,16,14,2,4,1.2,4.5,16,2,1,1,1
1,3,16,14,2,4,2.5,15,32,2,1,1,1
1,1,17,14,2,4,2.2,15,32,2,1,1,1
1,1,17,14,4,4,2.5,45,64,2,0,1,1
1,1,17,14,2,4,2.6,15,32,2,1,1,1
1,1,17,14,2,4,2.3,15,32,2,1,1,1
2,1,17,14,4,4,3,65,64,2,0,1,1
2,1,17,14,4,4,2.4,35,64,2,0,1,1
3,1,17,14,4,4,2.9,45,64,2,0,1,1
3,1,17,14,4,4,2.1,25,64,2,0,1,1
2,1,17,14,4,4,2.7,35,64,2,0,1,1
2,1,17,14,4,4,3.4,65,64,2,0,1,1
2,1,17,14,4,4,3.5,65,64,2,0,1,1
2,1,17,14,4,4,2.8,35,64,2,0,1,1
2,1,17,14,4,4,3.8,91,64,2,0,1,1
1,2,12,22,4,8,2.9,55,32,2,1,1,1
2,4,11,32,6,12,3.2,130,64.23,4,1,1,1
1,3,12,22,4,8,3,55,32,2,1,1,1
2,4,11,32,6,12,3.3,130,64,4,1,1,1
2,4,12,32,6,12,3.5,150,64.45,4,1,1,1
2,3,13,22,4,8,3.7,130,64,4,1,1,1
2,3,13,22,6,12,3.4,130,64,4,1,1,1
2,3,13,22,6,12,3.6,130,64,4,1,1,1
2,3,14,22,6,12,3.3,140,64,4,1,1,1
2,3,14,22,6,12,3.5,140,64,4,1,1,1
2,3,14,22,8,16,3,140,64,4,1,1,1
2,2,16,14,6,12,3.4,140,128,4,1,1,1
2,2,16,14,6,12,3.6,140,128,4,1,1,1
2,2,16,14,8,16,3.2,140,128,4,1,1,1
2,2,16,14,10,20,3,140,128,4,1,1,1
2,2,17,14,4,8,4.3,112,64,2,1,1,1
2,2,17,14,6,12,3.5,140,128,4,1,1,1
2,2,17,14,10,20,3.3,140,128,4,1,1,1
2,2,17,14,8,16,3.6,140,128,4,1,1,1
2,3,17,14,12,24,2.9,140,128,4,1,1,1
1,3,17,14,4,8,1.9,15,32,2,1,1,1
1,3,17,14,4,8,1.7,15,32,2,1,1,1
1,3,16,14,2,4,2.7,15,32,2,1,1,1
1,1,17,14,2,4,2.4,15,32,2,1,1,1
1,1,17,14,2,4,2.8,15,32,2,1,1,1
1,1,17,14,2,4,2.5,15,32,2,1,1,1
2,1,17,14,4,8,2.9,35,64,2,1,1,1
2,1,17,14,4,8,4.2,91,64,2,1,1,1
2,1,17,14,4,8,3.6,65,64,2,1,1,1
1,1,17,14,4,8,2.8,45,64,2,1,1,1
3,1,17,14,4,8,3,45,64,2,1,1,1
1,1,17,14,4,8,2.9,45,64,2,1,1,1
1,1,17,14,4,8,2.9,45,64,2,1,1,1
1,1,17,14,4,8,3.1,45,64,2,1,1,1
3,2,14,32,1,1,0.4,2.2,2,1,0,0,0
3,3,10,45,1,2,0.6,3.3,2,1,1,1,0
1,4,11,32,2,4,1.6,3.5,2.44,1,1,0,1
3,4,14,22,2,2,1.33,3,8,1,0,1,1
2,3,11,32,2,2,1.86,10,4,1,0,0,1
3,3,17,22,2,2,1.5,7,16,1,0,1,1
3,3,17,22,4,4,1.4,10,32,2,0,1,1
3,2,14,22,2,2,1.25,6,16,1,0,1,1
3,3,13,22,2,2,1.7,7,16,1,0,1,1
3,3,13,22,2,2,1.7,7,16,1,0,1,1
3,2,14,22,4,4,1.25,9.5,32,2,0,1,1
3,3,13,22,4,4,1.7,13,32,2,0,1,1
3,3,13,22,4,4,2.4,15,64,2,0,1,1
3,3,13,22,4,4,2.4,15,64,2,0,1,1
3,3,13,22,8,8,2,18,32,2,0,1,1
3,3,13,22,8,8,2.4,20,64,2,0,1,1
3,3,13,22,8,8,2.4,20,64,2,0,1,1
2,1,12,32,2,4,1.86,10,4,1,1,0,1
3,4,13,22,1,1,1.46,5,8,1,0,1,1
3,4,13,22,2,2,1.33,6,8,1,0,1,1
3,4,13,22,2,2,1.46,7,8,2,0,1,1
3,4,13,22,2,2,1.75,8,8,2,0,1,1
3,4,13,22,4,4,1.91,10,8,2,0,1,1
1,4,11,32,2,4,1.86,6.5,4.88,1,1,0,1
3,1,16,14,4,4,1.04,5,8,2,0,1,1
3,3,10,45,1,2,0.6,3.3,2,1,1,1,0
3,3,10,45,1,2,1,3.6,2,1,1,1,0
3,3,10,45,1,2,1,3.6,2,1,1,1,0
